region,respiratory_virus,number_positive,specimens_tested,percent_positive
8,3,2164,17732,7.345434403897475
8,3,2940,20300,9.482325046958705
8,3,2804,19798,8.309291895916754
8,3,1988,16222,7.81340282410077
8,3,1638,14562,7.903364995145343
8,3,1024,13346,6.358599423381031
8,3,646,11644,4.529524952130795
8,3,500,10348,4.577204267613454
8,3,446,10340,4.2581770131910925
8,3,340,8938,4.138008645052337
8,3,386,9030,4.501862756842042
8,3,260,6846,3.9821209949939127
8,3,350,9062,3.871872600589151
7,3,446,8098,5.042945393392705
7,3,556,9174,9.412302373584712
7,3,662,9246,8.178102579223944
7,3,962,10748,11.644662424673838
7,3,1240,11742,13.761793377416303
7,3,1234,12248,11.792407383613606
7,3,1254,12920,10.392864073617986
7,3,1070,11570,10.062528795377423
7,3,814,8782,10.515782334405309
7,3,674,8256,8.933763562089071
7,3,550,6748,8.429327265420541
7,3,310,4892,6.630585725729775
7,3,212,4688,4.556673855187807
7,3,146,3944,3.6797590844866326
7,3,80,3346,2.0488517222715195
7,3,70,3278,1.7533240400316354
7,3,40,3204,1.0864941370379277
7,3,38,1924,1.5280163334366352
7,3,8,1220,0.33425742268001374
7,3,14,1566,0.6783907497127768
7,3,12,1448,0.7330035652361223
7,3,6,1316,0.251059556433082
7,3,22,1424,1.0461722809325684
7,3,18,1624,0.8749001871733397
7,3,14,1418,0.875206700166966
7,3,10,1640,0.5163387356258188
7,3,8,1418,0.39051446337964046
7,3,4,1256,0.3683367526904942
7,3,8,1240,0.8043971187166854
7,3,4,1146,0.7038147206394575
7,3,4,908,0.2693861439357673
7,3,4,1332,0.17526767526767525
7,3,2,914,0.1429557330178448
7,3,6,956,0.3985205195513525
7,3,2,984,0.11769465592702932
7,3,10,962,0.5520475355466313
7,3,4,1286,0.3879800651224957
7,3,8,1482,0.42984284975131654
7,3,16,1662,0.621274559090599
7,3,16,2468,0.43078801604335615
7,3,30,2558,1.0155121684034603
7,3,26,2050,4.318061706199186
7,3,58,3112,1.6116716139347498
7,3,84,3716,1.8263977967191183
7,3,130,4448,2.9365102583202716
7,3,174,4678,4.206050226074792
7,3,192,4598,3.8219397351215503
7,3,282,5858,4.853236608605297
7,3,574,7216,8.262394200300438
7,3,848,8248,11.171877021977044
7,3,1104,8966,12.600028517419451
7,3,1556,10334,15.240615523062367
7,3,2066,13698,15.725393978047062
7,3,1956,13090,15.861775223840581
7,3,2364,13798,17.159788743744926
7,3,2832,17894,15.881470100840634
7,3,2962,17826,17.15566539844422
7,3,3290,20592,16.076513911944836
7,3,3304,21034,15.83264284258282
7,3,2912,19690,14.633652233243955
7,3,2634,18520,13.607029603033615
7,3,2302,18908,11.332498858584948
7,3,1446,14166,9.753689136518833
7,3,810,11994,6.467442321235312
7,3,468,9614,5.309018288563167
7,3,338,8676,3.930638700201242
7,3,164,6586,2.5944532366661073
7,3,122,5968,2.61135979314599
7,3,70,5114,1.5684952668869607
7,3,28,3386,0.843144339557872
7,3,22,2908,0.6201090844870474
7,3,10,2832,0.2508738538150303
7,3,4,2564,0.33130314684780443
7,3,8,2624,0.2189985290674043
7,3,4,2120,0.1583453894378264
7,3,2,1670,0.1237895577518219
7,3,4,1720,0.1860217077608382
7,3,2,1716,0.05712239538928486
7,3,2,1752,0.056323899422782805
7,3,4,1678,0.16978896327875742
7,3,2,1534,0.12941610752828264
7,3,0,1424,0.0
7,3,2,1116,0.12898440008414433
7,3,6,1296,0.4807824618570744
7,3,2,1320,0.15382221264574206
7,3,6,1414,0.297980310939777
7,3,2,1468,0.11491538764266036
7,3,0,1626,0.0
7,3,4,2080,0.1588109173248492
7,3,6,1936,0.1552011128884514
7,3,6,2028,0.3209623575808024
7,3,8,2304,0.32367019597435165
7,3,24,3446,0.9281104236838438
7,3,12,3736,0.45759176696659914
7,3,32,4124,0.6096706590105034
7,3,28,4992,0.6476850902240224
7,3,46,5386,0.7715624643213091
7,3,38,5404,0.5429315370124724
7,3,64,5074,1.3070007659859928
7,3,106,6296,2.422542447353747
7,3,102,6086,1.9666128561477394
7,3,168,6608,2.5196572270959954
7,3,218,7808,2.801274489813021
7,3,302,7494,4.19013665485898
7,3,316,7158,3.9780391617625486
7,3,456,8990,5.205551753540623
7,3,602,9032,7.091767260698818
7,3,956,11240,8.533941212227692
7,3,1290,12396,9.67648988442918
7,3,1352,13886,10.607500905271198
7,3,1488,13314,11.015499874361987
7,3,1486,12456,12.247960715643805
7,3,1388,12340,12.026116257326922
7,3,1674,13006,12.511025997676578
7,3,1824,13896,13.12266587388523
7,3,1622,13288,11.924788774144501
7,3,1530,12516,11.472683934959418
7,3,1326,11262,11.290560248035785
7,3,1018,9930,9.864270831639267
7,3,772,8930,8.552500256934517
7,3,502,7962,5.815560308205096
7,3,312,6440,4.756638493483967
7,3,160,4310,4.986020827039263
7,3,108,3008,2.961074727004302
7,3,36,2554,1.3185850433775435
7,3,28,1938,1.2370739069544507
7,3,12,1208,0.6710202878143738
7,3,28,1392,1.3501519527006631
7,3,8,992,0.6576404672930006
7,3,20,1128,0.9914575214955781
7,3,8,820,0.4967280497799479
7,3,6,716,0.5632423008150729
7,3,2,830,0.1785584519397469
7,3,0,832,0.0
7,3,4,742,0.36459413292257864
7,3,6,1000,0.34337272920864254
7,3,2,826,0.13321995464852607
7,3,2,1000,0.11354841337732696
7,3,6,1208,0.3524069100708894
7,3,4,1214,0.17690157474579266
7,3,6,872,1.5267205280281448
7,3,4,1568,0.11812725090036015
7,3,10,2602,0.27453884355308905
7,3,16,2590,0.4046095415959075
7,3,16,3400,0.586552933501473
7,3,32,3800,0.7771704544013697
7,3,58,4296,1.634791152747249
7,3,52,3834,1.1893876733268338
7,3,92,5306,1.540637991178885
7,3,106,5648,1.7663125534912172
7,3,150,4482,2.993806781573773
7,3,304,6592,4.111242643990165
7,3,430,6878,6.128569774536841
7,3,676,8394,7.618267621839387
7,3,1154,10150,10.304165289710847
7,3,1370,10680,12.797138846358559
7,3,2034,14308,14.161201686481041
7,3,2388,17314,13.853446182422951
7,3,2912,20422,15.0767484705089
7,3,3694,22970,15.818043982543212
7,3,3988,21654,18.15354341649154
7,3,3076,19904,14.799431426030484
7,3,2448,17464,14.423090143161104
7,3,1974,14638,13.547033063422365
7,3,1684,14400,11.859377050730748
7,3,1362,10400,13.775546700016715
7,3,984,10970,8.937306156407313
7,3,604,8522,6.925619190902715
7,3,270,5784,4.569738874608724
7,3,262,6622,4.715162243190917
7,3,132,4042,2.803402310327518
7,3,88,2840,3.2641897823405515
7,3,38,2884,1.1747485040908576
7,3,34,2794,1.0593272456076104
7,3,14,1996,0.418751666541073
7,3,6,1808,0.18178933633546604
7,3,2,1620,0.09184763649049363
7,3,4,1564,0.1126829454236109
7,3,0,1638,0.0
7,3,2,1606,0.05818997439641126
7,3,0,1624,0.0
7,3,2,1370,0.059692226878215925
7,3,6,1232,0.21983682863326914
7,3,4,1384,0.16250448564859046
7,3,4,1472,0.13507278813401263
7,3,2,1202,0.07302097132693412
7,3,0,1048,0.0
7,3,0,1108,0.0
7,3,0,1022,0.0
7,3,2,996,0.12392426850258176
7,3,0,1124,0.0
7,3,0,1314,0.0
7,3,2,1160,0.09482959850606909
7,3,2,1746,0.10294402046979366
7,3,0,1758,0.0
7,11,268,9782,2.1121283169500016
7,11,388,9602,3.0458841568822317
7,11,290,10034,1.9977870763123031
7,11,242,9148,2.037777434472279
7,11,266,9988,1.9405473605199797
7,11,318,10564,2.215488200716399
7,11,338,11746,2.157671105720852
7,11,280,9862,2.2500593585174884
7,11,360,12462,2.215013106038492
7,11,434,12668,2.4760852590042894
7,11,558,14224,2.5064785107953416
7,11,954,16462,3.4316615242371125
7,11,1292,17104,3.974049303085448
7,11,2284,26500,4.096820014648276
7,11,3040,34558,3.967741817615273
7,11,3182,51248,3.8192766250347865
7,11,2844,59418,3.1832373270897745
7,11,2440,47966,3.198851890429432
7,11,1996,48950,2.902709871482595
7,11,1830,45082,2.8916421221871005
7,11,1034,31724,2.345297094096112
7,11,1084,28994,2.9736434287582147
7,11,1132,32682,2.683985004611942
7,11,888,21968,3.164762591603963
7,11,874,23086,3.0407472419390102
7,11,750,20056,2.8550211145336766
7,11,594,17366,2.4226083332557895
7,11,556,14500,2.9438673488075806
7,11,446,12854,2.5752209140116116
7,11,420,13730,2.2459521544396233
7,11,314,10282,2.3187751974301456
7,11,426,11606,2.7942977525006225
7,11,358,10576,2.548159418847511
7,11,444,11350,3.147625398285676
7,11,316,10104,2.5547815016674953
7,11,292,8610,2.7425740164156083
7,11,378,9252,3.440763121559952
7,11,420,11216,2.79434758001131
7,11,242,9072,2.207498989996385
7,11,184,6094,2.1882741356365703
7,11,140,6196,1.657197221131382
7,11,164,5598,2.701127513682325
7,11,148,6758,1.5399883046763654
7,11,106,6110,1.4816797189867583
7,11,246,9324,2.1748364454158415
7,11,150,5704,2.0876941329618486
7,11,164,5930,1.9923063004169568
7,11,194,6954,2.114090905312044
7,11,276,7612,2.8505083431223563
7,11,280,8520,2.522287883240866
7,11,348,9066,2.444470626366541
7,11,216,6306,2.53595076958286
7,11,270,10256,1.989739824171946
7,11,580,26406,2.392708146810591
7,11,346,15150,3.052764381845321
7,11,444,17066,3.1291345951818403
7,11,518,17138,3.460885874856712
7,11,482,18352,3.3053875158077277
7,11,600,17876,3.943785036963232
7,11,546,17874,3.4085748954845387
7,11,612,20140,3.8991675219592117
7,11,776,21578,3.9864667991345923
7,11,990,24996,3.827436430823244
7,11,1296,25230,4.526551065043311
7,11,1924,31590,5.341658714455571
7,11,2400,35114,5.634739066787345
7,11,4000,56280,5.60458706940885
7,11,4654,57866,5.6296123608601985
7,11,4678,59224,5.752253216198406
7,11,4952,61308,5.868493922279274
7,11,4334,55682,5.72704341347644
7,11,3202,46286,4.9538962458933025
7,11,2456,40784,4.7346008581691645
7,11,2194,38868,4.315551291770973
7,11,1470,31276,3.899283682935938
7,11,1546,31704,4.227221073386996
7,11,1436,30952,4.2255364728665805
7,11,1074,26286,3.9601817684584284
7,11,860,24040,3.920273617413783
7,11,778,21338,3.7821234289301104
7,11,822,21410,4.14913982429982
7,11,752,20982,4.008795714841016
7,11,696,19674,4.2948164522559535
7,11,820,20686,4.394809523724714
7,11,744,19110,4.225191816925498
7,11,634,17766,3.855452907143468
7,11,678,18248,4.249962936482361
7,11,354,8986,3.6103735044928063
7,11,432,10652,3.907596346636109
7,11,372,10070,3.4603568601737753
7,11,306,9274,2.8728710738556082
7,11,198,6480,2.2054639816306127
7,11,178,6848,2.012951691055161
7,11,204,6822,2.6793893403165217
7,11,220,7268,2.9609360884134417
7,11,146,5728,1.9726427426669209
7,11,160,7272,1.439542215667914
7,11,176,6608,2.184595555386812
7,11,142,5698,1.8735176966863905
7,11,238,8082,2.6928896606766117
7,11,444,12540,3.6227780641507703
7,11,476,16510,2.8970395509331586
7,11,496,15644,3.462936251601591
7,11,558,17426,2.8182206947835278
7,11,538,17366,2.9484127272823217
7,16,842,35062,2.506433850409399
7,16,970,37675,2.6910714190422755
7,16,886,35557,2.835431095794658
7,16,801,32439,2.240407665096522
7,16,1011,42323,2.3977133380694347
7,16,1148,46408,2.5767247559313753
7,16,1355,47761,3.1439097099482303
7,16,1138,44030,2.2999371738075767
7,16,1377,52073,2.6947236925357037
7,16,1402,48338,3.0783739052557855
7,16,1782,55751,2.8570106347760924
7,16,2004,55787,3.230722371436156
7,16,2091,60739,2.924454868415315
7,16,2954,73581,3.1940664083241153
7,16,3354,73200,3.5390841807100952
7,16,4222,79108,4.2228631133765
7,16,4919,81255,4.380969162768027
7,16,5499,89421,4.380138675712658
7,16,6854,111597,4.441030515265237
7,16,6681,95416,4.321846761759256
7,16,7195,113469,4.15516949190711
7,16,6104,101392,3.9321639650397415
7,16,5438,91438,4.3468904823508545
7,16,4434,85457,3.8626419964726724
7,16,3479,75105,3.673388681003682
7,16,2731,64836,3.437473188078272
7,16,2515,63614,3.0378474882230986
7,16,1808,52248,2.8496712509896076
7,16,1704,55753,2.818445028073736
7,16,1660,51089,3.093501708816743
7,16,1296,42456,2.950531269269613
7,16,768,23685,2.368905170903324
7,16,741,22774,2.5228539124997593
7,16,623,19823,2.151122126055947
7,16,438,15492,1.8302708279487403
7,16,519,16516,2.122736611898191
7,16,361,14658,1.8567170639238644
7,16,401,15308,1.9247909387344613
7,16,394,17541,1.9119298503166868
7,16,429,16308,1.933544357697742
7,16,369,17692,1.773184948724423
7,16,375,18963,1.6038732413680878
7,16,305,16950,1.6364365800843015
7,16,315,16967,1.5461995928683465
7,16,341,17637,1.4853502444596347
7,16,348,17280,1.9860430464764296
7,16,745,29920,2.2849647292818758
7,16,849,31528,2.488298642273913
7,16,1026,33560,2.7613603526494788
7,16,1143,38842,2.5614357758462356
7,16,1264,45527,2.4791994755298354
7,16,1504,51294,2.631680270759238
7,16,1142,44558,2.4396439174565323
7,16,1045,42601,2.6622964703705194
7,16,1069,45948,2.566182934398181
7,16,1272,49963,2.4336679160125607
7,16,1309,48898,2.652824707469379
7,16,1641,55791,2.9636794690484027
7,16,1817,61408,2.9254517223545755
7,16,1797,53352,3.189093111498633
7,16,2393,69065,3.081290979706596
7,16,3100,74438,3.486924150507875
7,16,4311,82248,3.8344406877690185
7,16,6147,93347,4.323482169230763
7,16,8810,116248,4.656572164365885
7,16,11544,133327,4.833942829188056
7,16,10513,139535,4.304345240752014
7,16,5200,85892,3.7327451637770683
7,16,8042,121659,4.00855631730839
7,16,8419,128862,4.24574952489227
7,16,8128,122884,4.295324132096954
7,16,6298,114244,3.9757519651305193
7,16,5041,110943,3.553985480800393
7,16,4337,102171,3.501368744933926
7,16,4129,97917,3.4915640723164842
7,16,3815,94451,3.399046236927564
7,16,3106,89621,3.2391878393277156
7,16,2756,77452,3.1399862839502104
7,16,2825,74608,3.52301278589384
7,16,2338,66422,3.492363264458433
7,16,2100,64276,3.197408673977829
7,16,2039,62861,3.0733444202890015
7,16,1570,56021,2.685704482226697
7,16,1629,51262,2.9551404495527738
7,16,1701,51915,3.1480850097253645
7,16,1012,30564,2.422058965699198
7,16,1011,28275,2.824289572275503
7,16,943,27811,2.5862750750726815
7,16,988,27814,2.683338269898806
7,16,744,24689,2.19751110588284
7,16,654,22705,2.196426165628358
7,16,558,19262,2.1662419262505885
7,16,551,21903,2.1177882130120285
7,16,512,22691,1.9252152603706885
7,16,447,20159,1.874789316019852
7,16,405,19023,1.6923148665306997
7,16,415,19962,1.6084638641074271
7,16,413,19097,1.5065575439050327
7,16,513,21182,2.0182860606013264
7,16,723,23590,2.472154217766681
7,16,861,25266,2.7153651637938556
7,16,1363,50100,2.5779772955406712
7,16,1524,54458,2.7770911536805736
7,16,1717,59735,2.674481784138441
7,16,1730,63005,2.8318733374487826
7,16,1639,63589,2.7032084640662917
7,16,1666,62522,2.7671689401442734
7,16,1709,64059,2.6398183510177526
7,16,1861,64335,2.7012625528570804
7,16,2116,69509,2.9642533180766497
7,16,2179,69361,2.9100943535043036
7,16,2294,64008,3.272446065328239
7,16,2889,75245,3.475377422775355
7,16,3758,80312,3.579554678914658
7,16,5744,89852,4.461586568027538
7,16,8831,122784,4.609664288192633
7,16,12677,164743,5.125052385565066
7,16,13473,186671,4.680384443971776
7,16,10980,170824,4.213493022557638
7,16,9036,145559,3.9003707937985723
7,16,9270,139735,3.931555839584667
7,16,9563,144188,4.08613372226636
7,16,9796,148924,4.597135397013238
7,16,8446,141135,4.4474989726017835
7,16,7114,119904,4.513039096907635
7,16,7679,120992,4.554003170705902
7,16,4842,85036,4.308842670799855
7,16,6838,119101,4.392498712110755
7,16,5599,100264,4.178816687674552
7,16,4315,86605,4.307235030012003
7,16,2054,55080,3.4948321202505896
7,16,2466,70195,3.288795469200541
7,16,1847,57091,3.0963162216272826
7,16,1727,54126,2.931284277894106
7,16,1971,48827,3.6703193487146812
7,16,1528,41675,3.1609286466321262
7,16,828,29038,2.224471786904163
7,16,737,25767,2.2316018734263525
7,16,838,25242,2.587716675555687
7,16,801,25042,2.380971250838849
7,16,573,23876,1.7375747907381867
7,16,581,21531,1.9846257817420818
7,16,465,20315,1.710601900270658
7,16,399,19171,1.679154250012525
7,16,298,17448,1.4760920718640118
7,16,308,17743,1.4633684212240623
7,16,330,18555,1.3871722003706655
7,16,303,17610,1.4705186805330852
7,16,267,17760,1.0940935508098457
7,16,395,17437,1.627843783709123
7,16,345,18442,1.4073889059901392
7,16,466,18425,1.776180989559616
7,16,490,19829,1.837263172705192
7,16,654,23716,2.0202959642016376
7,16,902,27830,2.6785132061445562
7,16,1462,55146,2.610348356470975
7,16,824,36180,2.546978068942267
7,16,748,34268,2.566626693420079
7,16,762,37030,2.1602916367314275
7,16,876,37340,2.6158856312102396
7,16,1004,38282,2.77840482516771
7,16,1162,42272,2.962440342346676
7,16,1132,42896,2.9999393028084076
7,16,1278,42918,3.2771751127468263
7,16,1534,47134,3.1534319480802933
7,16,2098,49718,3.6636936013739594
7,16,2774,55822,4.085379484799204
7,16,3508,64806,4.28787901645876
7,16,3222,64450,4.049541887601103
7,16,3336,68510,4.370677422705048
7,16,3794,78200,3.8890290766162336
7,16,3936,73274,4.143865320355246
7,16,3788,71148,3.9259573926702487
7,16,4550,80006,4.235277441273207
7,16,4594,80564,4.4583564231632575
7,16,4772,81996,4.42028620271394
7,16,5108,90394,4.334200734904524
7,16,5898,92780,4.637583312969734
7,16,5830,89914,4.6067763011179705
7,16,5500,91994,4.424126363026583
7,16,5476,88096,4.7779449456390335
7,16,4484,83532,4.348087493706769
7,16,3500,72480,4.220149774571115
7,16,2454,64438,3.2897834227442253
7,16,2158,59498,3.6183397858449524
7,16,1630,54550,3.036107583949633
7,16,1442,49224,2.997866577426198
7,16,1482,46154,3.3238855571139183
7,16,1376,46966,2.7954557053969116
7,16,1452,44602,3.6470331743647058
7,16,1274,44286,2.7140927269527757
7,16,1218,41560,2.611680209670762
7,16,984,38744,2.379741483926637
7,16,822,34628,2.4513105505005544
7,16,642,32600,2.063942038601197
7,16,358,16582,1.5549537983943762
7,16,294,15818,1.294025214269054
7,16,260,15484,1.2587312178681898
7,16,270,15324,1.3465749698315927
7,16,264,15284,1.4375671003353785
7,16,310,14266,1.8351554776600396
7,16,296,15644,1.4252200719141772
7,16,330,15116,1.7097321404528325
7,16,570,22056,2.1953245728113946
7,16,540,20712,2.1564168250419917
7,16,580,21266,2.021805290538816
7,16,756,24936,2.2739171052852853
7,16,776,26418,2.314456654550283
7,16,1244,50572,2.5469251737358936
7,16,1348,52248,2.549389623565614
7,16,1284,51676,2.590605914805853
7,16,1284,48068,2.859530904255326
7,16,1250,49362,2.754555593942738
7,16,1736,53988,3.189861895125483
7,16,1996,55958,3.2894612106133776
7,16,2070,55326,3.1632145614539664
7,16,2274,55060,3.9799552833528486
7,16,2740,65068,3.6307915870939316
7,16,3490,68620,4.274227838071601
7,16,4648,69374,4.744074892105031
7,16,4552,66940,4.59608152757975
7,16,5438,79996,4.888931148119371
7,16,5398,77626,4.522321998341224
7,16,6386,81188,4.594313846608647
7,16,7084,86340,5.145238529402358
7,16,6976,86242,4.572103655033141
7,16,6314,87510,4.3940353496520315
7,16,6448,84910,4.778838904374233
7,16,5458,76712,4.674115699319472
7,16,5232,81090,4.392520209783715
7,16,4664,85896,3.9584159947684134
7,16,3820,104586,3.3696587298555913
7,16,2068,67470,3.03296275238404
7,16,860,47704,2.060035875201094
7,16,436,34586,1.348794144871444
7,16,280,24748,1.1949594325090183
7,16,140,23724,0.568322467491919
7,16,152,23434,0.5879085403102849
7,16,90,16254,0.4605229390779069
7,16,56,16666,0.34082845527784783
7,16,72,16532,0.4088942560096491
7,16,44,10528,0.24103395570747627
7,16,36,12494,0.477142048023777
7,16,38,13798,0.21220316648947307
7,16,36,12730,0.20393574689867672
7,16,18,12774,0.18703141443470014
7,16,22,11186,0.14136747815158096
7,16,32,11386,0.2127464532674523
7,16,38,14240,0.41322648336343365
7,16,44,13278,0.29155183169001636
7,16,28,12522,0.17962998526103707
7,16,38,10842,0.31861319453871717
7,16,26,10608,0.31531193751385417
7,16,30,10378,0.22044035178920038
7,16,38,16158,0.18607773689440382
7,16,46,11108,0.3185434895051182
7,16,52,9992,0.5737651478033368
7,16,58,10884,0.3496292705554746
7,16,92,11804,0.6044158729196469
7,16,104,13160,0.7012575621641709
